vegetable,week_start,wholesale_price,retail_price
SNAKE GOURD,2015-03-09,40.83,102.17
BRINJALS,2015-03-16,31.15,87.83
CABBAGE,2015-03-16,26.54,88.22
CARROT,2015-03-16,85.0,142.27
LEEKS,2015-03-16,110.0,160.73
PUMPKIN,2015-03-16,57.31,113.26
SNAKE GOURD,2015-03-16,38.46,100.35
BRINJALS,2015-03-23,17.31,75.0
CABBAGE,2015-03-23,25.3,88.1
CARROT,2015-03-23,94.61,150.0
LEEKS,2015-03-23,103.08,158.33
PUMPKIN,2015-03-23,37.73,97.69
SNAKE GOURD,2015-03-23,25.0,85.33
BRINJALS,2015-03-30,27.08,80.67
CABBAGE,2015-03-30,23.7,83.33
CARROT,2015-03-30,106.36,154.76
LEEKS,2015-03-30,88.33,141.63
PUMPKIN,2015-03-30,28.63,83.95
SNAKE GOURD,2015-03-30,24.33,80.0
BRINJALS,2015-04-06,35.0,92.44
CABBAGE,2015-04-06,34.17,85.53
CARROT,2015-04-06,98.0,171.43
LEEKS,2015-04-06,98.0,168.0
PUMPKIN,2015-04-06,28.0,90.27
SNAKE GOURD,2015-04-06,21.67,98.21
BRINJALS,2015-04-13,14.29,90.44
CABBAGE,2015-04-13,27.14,80.0
CARROT,2015-04-13,97.35,166.92
LEEKS,2015-04-13,87.5,154.42
PUMPKIN,2015-04-13,25.0,79.55
SNAKE GOURD,2015-04-13,18.35,90.75
BRINJALS,2015-04-20,29.55,90.71
CABBAGE,2015-04-20,27.5,89.3
CARROT,2015-04-20,81.82,156.19
LEEKS,2015-04-20,89.17,157.86
PUMPKIN,2015-04-20,23.64,79.3
SNAKE GOURD,2015-04-20,42.5,98.1
BRINJALS,2015-04-27,49.17,105.35
CABBAGE,2015-04-27,25.84,86.63
CARROT,2015-04-27,80.0,154.63
LEEKS,2015-04-27,101.82,169.47
PUMPKIN,2015-04-27,20.45,75.91
SNAKE GOURD,2015-04-27,60.91,120.0
BRINJALS,2015-05-04,45.0,93.72
CABBAGE,2015-05-04,32.69,92.73
CARROT,2015-05-04,81.82,154.76
LEEKS,2015-05-04,102.73,171.9
PUMPKIN,2015-05-04,20.0,72.89
SNAKE GOURD,2015-05-04,70.0,128.0
BRINJALS,2015-05-11,38.64,90.14
CABBAGE,2015-05-11,35.0,97.91
CARROT,2015-05-11,117.5,175.0
LEEKS,2015-05-11,130.83,199.02
PUMPKIN,2015-05-11,19.0,70.0
SNAKE GOURD,2015-05-11,67.27,123.0
BRINJALS,2015-05-18,37.5,86.0
CABBAGE,2015-05-18,48.64,115.91
CARROT,2015-05-18,154.17,201.56
LEEKS,2015-05-18,165.0,221.25
PUMPKIN,2015-05-18,17.5,67.0
SNAKE GOURD,2015-05-18,61.82,120.0
BRINJALS,2015-05-25,45.84,115.45
CABBAGE,2015-05-25,52.92,119.29
CARROT,2015-05-25,172.5,214.87
LEEKS,2015-05-25,148.34,218.4
PUMPKIN,2015-05-25,17.27,66.36
SNAKE GOURD,2015-05-25,66.37,125.75
BRINJALS,2015-06-01,60.0,119.09
CABBAGE,2015-06-01,70.0,130.0
CARROT,2015-06-01,180.91,249.71
LEEKS,2015-06-01,120.0,194.88
PUMPKIN,2015-06-01,13.91,64.35
SNAKE GOURD,2015-06-01,62.73,113.68
BRINJALS,2015-06-08,48.18,113.18
CABBAGE,2015-06-08,47.5,127.78
CARROT,2015-06-08,175.0,247.33
LEEKS,2015-06-08,113.33,194.33
PUMPKIN,2015-06-08,18.73,70.25
SNAKE GOURD,2015-06-08,45.0,112.2
BRINJALS,2015-06-15,25.0,95.35
CABBAGE,2015-06-15,42.08,116.19
CARROT,2015-06-15,182.73,255.64
LEEKS,2015-06-15,96.37,185.64
PUMPKIN,2015-06-15,17.22,66.67
SNAKE GOURD,2015-06-15,52.73,116.19
BRINJALS,2015-06-22,16.54,95.24
CABBAGE,2015-06-22,38.46,111.63
CARROT,2015-06-22,167.5,242.9
LEEKS,2015-06-22,90.83,175.85
PUMPKIN,2015-06-22,17.73,67.5
SNAKE GOURD,2015-06-22,55.0,125.23
BRINJALS,2015-06-29,24.09,97.33
CABBAGE,2015-06-29,30.42,108.14
CARROT,2015-06-29,151.67,224.39
LEEKS,2015-06-29,72.5,167.5
PUMPKIN,2015-06-29,20.91,68.5
SNAKE GOURD,2015-06-29,53.33,123.66
BRINJALS,2015-07-06,23.55,86.36
CABBAGE,2015-07-06,28.33,106.22
CARROT,2015-07-06,133.33,216.92
LEEKS,2015-07-06,70.33,150.7
PUMPKIN,2015-07-06,29.23,76.28
SNAKE GOURD,2015-07-06,52.0,118.81
BRINJALS,2015-07-13,49.54,104.77
CABBAGE,2015-07-13,40.83,107.4
CARROT,2015-07-13,110.84,186.92
LEEKS,2015-07-13,78.33,152.86
PUMPKIN,2015-07-13,28.5,74.33
SNAKE GOURD,2015-07-13,49.17,116.41
BRINJALS,2015-07-20,41.0,100.33
CABBAGE,2015-07-20,34.59,106.74
CARROT,2015-07-20,97.5,176.82
LEEKS,2015-07-20,60.0,137.91
PUMPKIN,2015-07-20,36.0,84.88
SNAKE GOURD,2015-07-20,47.27,109.77
BRINJALS,2015-07-27,37.0,100.0
CABBAGE,2015-07-27,33.6,106.05
CARROT,2015-07-27,96.67,173.9
LEEKS,2015-07-27,51.67,126.59
PUMPKIN,2015-07-27,49.0,94.0
SNAKE GOURD,2015-07-27,45.0,104.33
BRINJALS,2015-08-03,34.09,99.35
CABBAGE,2015-08-03,49.59,108.33
CARROT,2015-08-03,81.67,154.29
LEEKS,2015-08-03,50.0,117.83
PUMPKIN,2015-08-03,40.0,90.0
SNAKE GOURD,2015-08-03,40.56,102.35
BRINJALS,2015-08-10,49.5,110.5
CABBAGE,2015-08-10,44.54,104.33
CARROT,2015-08-10,91.82,155.7
LEEKS,2015-08-10,47.5,109.0
PUMPKIN,2015-08-10,32.0,79.19
SNAKE GOURD,2015-08-10,36.67,100.33
BRINJALS,2015-08-17,46.0,100.0
CABBAGE,2015-08-17,40.0,97.56
CARROT,2015-08-17,77.27,152.63
LEEKS,2015-08-17,38.18,107.33
PUMPKIN,2015-08-17,34.55,83.25
SNAKE GOURD,2015-08-17,40.5,103.14
BRINJALS,2015-08-24,55.46,102.13
CABBAGE,2015-08-24,39.55,95.0
CARROT,2015-08-24,86.67,155.0
LEEKS,2015-08-24,40.0,108.53
PUMPKIN,2015-08-24,36.67,85.5
SNAKE GOURD,2015-08-24,50.0,107.6
BRINJALS,2015-08-31,45.0,100.33
CABBAGE,2015-08-31,33.18,93.35
CARROT,2015-08-31,66.15,134.32
LEEKS,2015-08-31,32.27,99.5
PUMPKIN,2015-08-31,35.91,82.11
SNAKE GOURD,2015-08-31,52.22,109.33
BRINJALS,2015-09-07,56.0,103.33
CABBAGE,2015-09-07,27.5,91.33
CARROT,2015-09-07,63.63,127.18
LEEKS,2015-09-07,30.42,95.0
PUMPKIN,2015-09-07,33.64,75.95
SNAKE GOURD,2015-09-07,56.0,110.3
BRINJALS,2015-09-14,54.17,113.41
CABBAGE,2015-09-14,29.09,98.29
CARROT,2015-09-14,60.0,122.94
LEEKS,2015-09-14,37.09,97.0
PUMPKIN,2015-09-14,43.75,84.2
SNAKE GOURD,2015-09-14,57.0,112.0
BRINJALS,2015-09-21,60.0,119.19
CABBAGE,2015-09-21,24.17,95.0
CARROT,2015-09-21,56.67,120.5
LEEKS,2015-09-21,30.42,95.0
PUMPKIN,2015-09-21,45.0,93.68
SNAKE GOURD,2015-09-21,55.46,110.0
BRINJALS,2015-09-28,35.83,113.41
CABBAGE,2015-09-28,35.42,98.29
CARROT,2015-09-28,58.4,122.94
LEEKS,2015-09-28,33.34,97.0
PUMPKIN,2015-09-28,45.0,84.2
SNAKE GOURD,2015-09-28,81.0,112.0
BRINJALS,2015-10-05,40.45,120.0
CABBAGE,2015-10-05,35.0,97.5
CARROT,2015-10-05,53.75,121.82
LEEKS,2015-10-05,26.67,92.0
PUMPKIN,2015-10-05,40.42,82.25
SNAKE GOURD,2015-10-05,70.0,110.0
BRINJALS,2015-10-12,41.36,122.35
CABBAGE,2015-10-12,38.75,104.0
CARROT,2015-10-12,55.0,124.35
LEEKS,2015-10-12,23.34,89.65
PUMPKIN,2015-10-12,38.64,80.35
SNAKE GOURD,2015-10-12,63.64,107.35
BRINJALS,2015-10-19,46.37,123.65
CABBAGE,2015-10-19,66.36,123.24
CARROT,2015-10-19,111.82,200.0
LEEKS,2015-10-19,45.42,123.64
PUMPKIN,2015-10-19,41.67,88.57
SNAKE GOURD,2015-10-19,61.0,104.35
BRINJALS,2015-10-26,57.27,125.65
CABBAGE,2015-10-26,70.0,141.71
CARROT,2015-10-26,101.67,180.26
LEEKS,2015-10-26,47.5,135.45
PUMPKIN,2015-10-26,43.64,98.33
SNAKE GOURD,2015-10-26,68.18,135.41
BRINJALS,2015-11-02,73.0,128.46
CABBAGE,2015-11-02,79.09,169.21
CARROT,2015-11-02,151.67,227.69
LEEKS,2015-11-02,56.67,148.1
PUMPKIN,2015-11-02,46.82,99.15
SNAKE GOURD,2015-11-02,81.11,148.89
BRINJALS,2015-11-09,92.73,157.5
CABBAGE,2015-11-09,114.54,187.13
CARROT,2015-11-09,175.46,274.48
LEEKS,2015-11-09,95.83,178.05
PUMPKIN,2015-11-09,38.0,97.35
SNAKE GOURD,2015-11-09,82.35,160.24
BRINJALS,2015-11-16,100.0,170.45
CABBAGE,2015-11-16,111.54,185.0
CARROT,2015-11-16,183.64,278.79
LEEKS,2015-11-16,100.91,183.85
PUMPKIN,2015-11-16,36.67,94.77
SNAKE GOURD,2015-11-16,91.54,165.0
BRINJALS,2015-11-23,85.38,169.74
CABBAGE,2015-11-23,129.17,222.43
CARROT,2015-11-23,223.08,301.5
LEEKS,2015-11-23,114.17,189.49
PUMPKIN,2015-11-23,35.77,93.59
SNAKE GOURD,2015-11-23,88.33,161.32
BRINJALS,2015-11-30,79.09,153.42
CABBAGE,2015-11-30,123.63,220.35
CARROT,2015-11-30,191.54,296.76
LEEKS,2015-11-30,116.36,207.38
PUMPKIN,2015-11-30,29.55,90.91
SNAKE GOURD,2015-11-30,68.33,146.19
BRINJALS,2015-12-07,97.14,155.0
CABBAGE,2015-12-07,102.8,200.94
CARROT,2015-12-07,196.92,305.0
LEEKS,2015-12-07,113.85,199.76
PUMPKIN,2015-12-07,34.09,92.95
SNAKE GOURD,2015-12-07,71.54,148.0
BRINJALS,2015-12-14,127.92,190.75
CABBAGE,2015-12-14,109.58,205.0
CARROT,2015-12-14,201.67,307.0
LEEKS,2015-12-14,90.0,185.48
PUMPKIN,2015-12-14,39.17,94.5
SNAKE GOURD,2015-12-14,99.17,169.0
BRINJALS,2015-12-21,170.0,242.11
CABBAGE,2015-12-21,136.67,239.51
CARROT,2015-12-21,293.85,378.13
LEEKS,2015-12-21,103.08,194.25
PUMPKIN,2015-12-21,42.73,99.55
SNAKE GOURD,2015-12-21,103.64,186.58
BRINJALS,2016-01-04,107.5,197.5
CABBAGE,2016-01-04,91.82,196.67
CARROT,2016-01-04,185.0,290.0
LEEKS,2016-01-04,90.0,174.71
PUMPKIN,2016-01-04,45.45,100.27
SNAKE GOURD,2016-01-04,78.33,157.78
BRINJALS,2016-01-11,87.27,160.48
CABBAGE,2016-01-11,74.17,158.0
CARROT,2016-01-11,177.0,264.86
LEEKS,2016-01-11,83.0,158.57
PUMPKIN,2016-01-11,44.05,96.22
SNAKE GOURD,2016-01-11,70.83,140.24
BRINJALS,2016-01-18,82.5,154.02
CABBAGE,2016-01-18,96.67,168.77
CARROT,2016-01-18,275.0,300.91
LEEKS,2016-01-18,83.33,168.47
PUMPKIN,2016-01-18,62.0,101.61
SNAKE GOURD,2016-01-18,72.0,141.75
BRINJALS,2016-01-25,67.5,140.0
CABBAGE,2016-01-25,116.67,176.83
CARROT,2016-01-25,213.63,298.0
LEEKS,2016-01-25,83.25,166.0
PUMPKIN,2016-01-25,62.5,104.05
SNAKE GOURD,2016-01-25,70.0,138.0
BRINJALS,2016-02-01,55.0,133.78
CABBAGE,2016-02-01,96.67,165.38
CARROT,2016-02-01,208.18,297.78
LEEKS,2016-02-01,72.22,150.0
PUMPKIN,2016-02-01,78.0,128.75
SNAKE GOURD,2016-02-01,64.55,131.0
BRINJALS,2016-02-08,63.34,135.5
CABBAGE,2016-02-08,81.25,151.54
CARROT,2016-02-08,206.67,249.14
LEEKS,2016-02-08,77.5,151.0
PUMPKIN,2016-02-08,110.0,151.14
SNAKE GOURD,2016-02-08,58.34,121.58
BRINJALS,2016-02-15,43.64,114.13
CABBAGE,2016-02-15,70.56,146.51
CARROT,2016-02-15,155.0,245.0
LEEKS,2016-02-15,76.25,145.85
PUMPKIN,2016-02-15,80.0,149.51
SNAKE GOURD,2016-02-15,58.34,118.37
BRINJALS,2016-02-22,40.05,102.89
CABBAGE,2016-02-22,49.58,119.09
CARROT,2016-02-22,132.5,194.75
LEEKS,2016-02-22,81.67,147.0
PUMPKIN,2016-02-22,65.42,134.76
SNAKE GOURD,2016-02-22,55.0,114.87
BRINJALS,2016-02-29,58.5,112.5
CABBAGE,2016-02-29,49.13,115.0
CARROT,2016-02-29,87.5,171.63
LEEKS,2016-02-29,62.5,132.89
PUMPKIN,2016-02-29,60.5,125.58
SNAKE GOURD,2016-02-29,50.84,112.0
BRINJALS,2016-03-07,65.56,121.25
CABBAGE,2016-03-07,40.0,112.0
CARROT,2016-03-07,82.73,160.0
LEEKS,2016-03-07,55.84,125.24
PUMPKIN,2016-03-07,41.67,114.63
SNAKE GOURD,2016-03-07,54.17,118.5
BRINJALS,2016-03-14,75.0,131.0
CABBAGE,2016-03-14,39.5,106.74
CARROT,2016-03-14,72.86,141.11
LEEKS,2016-03-14,50.0,120.22
PUMPKIN,2016-03-14,37.5,87.73
SNAKE GOURD,2016-03-14,55.0,122.0
BRINJALS,2016-03-21,77.5,131.46
CABBAGE,2016-03-21,45.31,120.0
CARROT,2016-03-21,72.5,138.22
LEEKS,2016-03-21,50.83,125.0
PUMPKIN,2016-03-21,25.0,83.02
SNAKE GOURD,2016-03-21,60.84,125.0
BRINJALS,2016-03-28,65.0,126.89
CABBAGE,2016-03-28,71.25,140.23
CARROT,2016-03-28,99.17,179.07
LEEKS,2016-03-28,77.5,142.39
PUMPKIN,2016-03-28,22.5,80.89
SNAKE GOURD,2016-03-28,72.5,126.98
BRINJALS,2016-04-04,45.84,118.41
CABBAGE,2016-04-04,50.83,125.22
CARROT,2016-04-04,81.82,156.25
LEEKS,2016-04-04,75.0,136.14
PUMPKIN,2016-04-04,22.1,78.05
SNAKE GOURD,2016-04-04,77.5,128.41
BRINJALS,2016-04-11,65.45,137.56
CABBAGE,2016-04-11,43.64,123.48
CARROT,2016-04-11,69.0,156.3
LEEKS,2016-04-11,64.55,147.38
PUMPKIN,2016-04-11,22.5,77.27
SNAKE GOURD,2016-04-11,74.55,129.25
BRINJALS,2016-04-18,46.25,122.0
CABBAGE,2016-04-18,41.82,119.58
CARROT,2016-04-18,80.0,158.0
LEEKS,2016-04-18,70.0,149.5
PUMPKIN,2016-04-18,27.5,89.75
SNAKE GOURD,2016-04-18,45.0,122.73
BRINJALS,2016-04-25,27.09,101.22
CABBAGE,2016-04-25,46.88,116.13
CARROT,2016-04-25,74.55,150.93
LEEKS,2016-04-25,66.36,138.78
PUMPKIN,2016-04-25,26.25,85.68
SNAKE GOURD,2016-04-25,62.92,132.62
BRINJALS,2016-05-02,47.92,104.75
CABBAGE,2016-05-02,47.5,122.68
CARROT,2016-05-02,72.5,145.12
LEEKS,2016-05-02,67.5,142.5
PUMPKIN,2016-05-02,27.3,88.0
SNAKE GOURD,2016-05-02,98.33,150.75
BRINJALS,2016-05-09,60.0,117.45
CABBAGE,2016-05-09,60.84,127.91
CARROT,2016-05-09,70.0,144.76
LEEKS,2016-05-09,90.0,146.56
PUMPKIN,2016-05-09,27.8,90.0
SNAKE GOURD,2016-05-09,110.0,167.75
BRINJALS,2016-05-16,72.08,135.11
CABBAGE,2016-05-16,62.5,158.05
CARROT,2016-05-16,85.0,198.06
LEEKS,2016-05-16,92.5,180.28
PUMPKIN,2016-05-16,36.25,93.89
SNAKE GOURD,2016-05-16,97.5,172.86
BRINJALS,2016-05-23,87.5,177.9
CABBAGE,2016-05-23,65.0,166.1
CARROT,2016-05-23,97.5,216.22
LEEKS,2016-05-23,107.5,204.36
PUMPKIN,2016-05-23,43.75,111.05
SNAKE GOURD,2016-05-23,103.34,187.65
BRINJALS,2016-05-30,114.72,201.79
CABBAGE,2016-05-30,98.66,193.43
CARROT,2016-05-30,155.0,272.12
LEEKS,2016-05-30,155.0,240.54
PUMPKIN,2016-05-30,55.42,120.47
SNAKE GOURD,2016-05-30,120.84,200.1
BRINJALS,2016-06-06,125.0,208.21
CABBAGE,2016-06-06,118.63,211.82
CARROT,2016-06-06,168.34,276.5
LEEKS,2016-06-06,158.0,242.5
PUMPKIN,2016-06-06,60.0,122.0
SNAKE GOURD,2016-06-06,130.0,211.0
BRINJALS,2016-06-13,99.09,202.68
CABBAGE,2016-06-13,130.0,231.0
CARROT,2016-06-13,185.45,282.5
LEEKS,2016-06-13,153.64,238.5
PUMPKIN,2016-06-13,75.91,130.0
SNAKE GOURD,2016-06-13,122.78,200.91
BRINJALS,2016-06-20,65.83,145.12
CABBAGE,2016-06-20,110.0,210.53
CARROT,2016-06-20,226.67,288.65
LEEKS,2016-06-20,128.34,215.5
PUMPKIN,2016-06-20,93.33,156.98
SNAKE GOURD,2016-06-20,123.1,204.5
BRINJALS,2016-06-27,55.84,139.52
CABBAGE,2016-06-27,86.67,194.61
CARROT,2016-06-27,170.0,269.46
LEEKS,2016-06-27,114.17,201.95
PUMPKIN,2016-06-27,103.34,175.25
SNAKE GOURD,2016-06-27,90.0,167.5
BRINJALS,2016-07-04,55.71,131.59
CABBAGE,2016-07-04,81.54,171.19
CARROT,2016-07-04,131.67,220.95
LEEKS,2016-07-04,105.0,194.75
PUMPKIN,2016-07-04,140.0,199.52
SNAKE GOURD,2016-07-04,87.5,159.76
BRINJALS,2016-07-11,53.89,130.1
CABBAGE,2016-07-11,101.11,184.39
CARROT,2016-07-11,143.34,223.5
LEEKS,2016-07-11,90.0,193.5
PUMPKIN,2016-07-11,157.5,214.74
SNAKE GOURD,2016-07-11,75.83,152.31
BRINJALS,2016-07-18,58.5,133.75
CABBAGE,2016-07-18,97.5,182.5
CARROT,2016-07-18,103.0,186.98
LEEKS,2016-07-18,85.0,171.0
PUMPKIN,2016-07-18,144.54,210.25
SNAKE GOURD,2016-07-18,71.0,137.44
BRINJALS,2016-07-25,69.17,133.95
CABBAGE,2016-07-25,90.0,168.05
CARROT,2016-07-25,100.5,180.56
LEEKS,2016-07-25,72.5,156.58
PUMPKIN,2016-07-25,92.5,186.15
SNAKE GOURD,2016-07-25,71.11,139.46
BRINJALS,2016-08-01,67.0,119.05
CABBAGE,2016-08-01,59.0,133.6
CARROT,2016-08-01,70.0,155.6
LEEKS,2016-08-01,65.0,135.42
PUMPKIN,2016-08-01,80.0,157.69
SNAKE GOURD,2016-08-01,52.22,131.79
BRINJALS,2016-08-08,60.0,111.92
CABBAGE,2016-08-08,67.5,144.78
CARROT,2016-08-08,62.5,142.08
LEEKS,2016-08-08,62.5,128.57
PUMPKIN,2016-08-08,62.5,142.4
SNAKE GOURD,2016-08-08,40.0,115.93
BRINJALS,2016-08-15,50.0,98.5
CABBAGE,2016-08-15,76.15,147.21
CARROT,2016-08-15,61.5,134.57
LEEKS,2016-08-15,65.0,134.67
PUMPKIN,2016-08-15,44.0,118.92
SNAKE GOURD,2016-08-15,27.73,103.1
BRINJALS,2016-08-22,56.67,117.73
CABBAGE,2016-08-22,51.67,131.5
CARROT,2016-08-22,63.0,135.59
LEEKS,2016-08-22,64.0,131.58
PUMPKIN,2016-08-22,34.0,100.98
SNAKE GOURD,2016-08-22,27.2,100.0
BRINJALS,2016-08-29,57.5,110.89
CABBAGE,2016-08-29,40.36,115.41
CARROT,2016-08-29,55.0,117.22
LEEKS,2016-08-29,65.83,120.53
PUMPKIN,2016-08-29,31.25,96.52
SNAKE GOURD,2016-08-29,28.33,95.13
BRINJALS,2016-09-05,54.5,109.76
CABBAGE,2016-09-05,38.89,105.78
CARROT,2016-09-05,50.0,112.5
LEEKS,2016-09-05,66.2,122.5
PUMPKIN,2016-09-05,27.5,86.74
SNAKE GOURD,2016-09-05,42.5,103.78
BRINJALS,2016-09-12,56.5,114.55
CABBAGE,2016-09-12,51.36,117.44
CARROT,2016-09-12,60.0,124.88
LEEKS,2016-09-12,72.5,135.55
PUMPKIN,2016-09-12,29.38,93.81
SNAKE GOURD,2016-09-12,45.0,110.15
BRINJALS,2016-09-19,58.21,117.67
CABBAGE,2016-09-19,43.08,115.4
CARROT,2016-09-19,65.0,125.9
LEEKS,2016-09-19,84.17,154.76
PUMPKIN,2016-09-19,30.0,95.79
SNAKE GOURD,2016-09-19,45.6,113.08
BRINJALS,2016-09-26,55.91,116.74
CABBAGE,2016-09-26,40.91,112.5
CARROT,2016-09-26,55.0,123.47
LEEKS,2016-09-26,72.0,141.67
PUMPKIN,2016-09-26,31.82,96.7
SNAKE GOURD,2016-09-26,55.0,114.88
BRINJALS,2016-10-03,51.79,110.75
CABBAGE,2016-10-03,33.46,111.36
CARROT,2016-10-03,50.0,120.83
LEEKS,2016-10-03,80.0,145.5
PUMPKIN,2016-10-03,28.33,84.36
SNAKE GOURD,2016-10-03,65.0,120.0
BRINJALS,2016-10-10,60.0,112.56
CABBAGE,2016-10-10,36.43,112.5
CARROT,2016-10-10,51.67,122.13
LEEKS,2016-10-10,76.67,141.04
PUMPKIN,2016-10-10,25.83,83.3
SNAKE GOURD,2016-10-10,66.67,124.52
BRINJALS,2016-10-17,62.5,121.78
CABBAGE,2016-10-17,43.21,112.89
CARROT,2016-10-17,68.33,143.7
LEEKS,2016-10-17,88.33,151.36
PUMPKIN,2016-10-17,28.33,89.09
SNAKE GOURD,2016-10-17,90.83,140.93
BRINJALS,2016-10-24,63.6,124.42
CABBAGE,2016-10-24,34.62,110.47
CARROT,2016-10-24,75.0,145.5
LEEKS,2016-10-24,91.67,154.88
PUMPKIN,2016-10-24,27.65,88.78
SNAKE GOURD,2016-10-24,91.75,150.0
BRINJALS,2016-10-31,60.0,114.52
CABBAGE,2016-10-31,31.54,108.5
CARROT,2016-10-31,73.33,138.84
LEEKS,2016-10-31,87.5,152.5
PUMPKIN,2016-10-31,30.83,89.57
SNAKE GOURD,2016-10-31,88.33,148.0
BRINJALS,2016-11-07,43.57,107.39
CABBAGE,2016-11-07,25.36,97.56
CARROT,2016-11-07,72.1,135.35
LEEKS,2016-11-07,67.92,141.11
PUMPKIN,2016-11-07,30.0,89.3
SNAKE GOURD,2016-11-07,75.0,143.08
BRINJALS,2016-11-14,57.14,117.95
CABBAGE,2016-11-14,15.77,96.2
CARROT,2016-11-14,70.83,133.5
LEEKS,2016-11-14,51.67,129.77
PUMPKIN,2016-11-14,32.08,90.6
SNAKE GOURD,2016-11-14,75.6,145.95
BRINJALS,2016-11-21,55.71,107.87
CABBAGE,2016-11-21,13.86,86.19
CARROT,2016-11-21,53.33,132.73
LEEKS,2016-11-21,45.83,127.5
PUMPKIN,2016-11-21,28.5,82.68
SNAKE GOURD,2016-11-21,78.33,146.32
BRINJALS,2016-11-28,56.43,110.0
CABBAGE,2016-11-28,16.43,87.25
CARROT,2016-11-28,83.33,154.55
LEEKS,2016-11-28,59.17,128.0
PUMPKIN,2016-11-28,35.83,95.35
SNAKE GOURD,2016-11-28,103.33,166.41
BRINJALS,2016-12-05,40.71,92.0
CABBAGE,2016-12-05,16.65,88.0
CARROT,2016-12-05,84.17,176.0
LEEKS,2016-12-05,51.67,126.67
PUMPKIN,2016-12-05,40.0,80.0
SNAKE GOURD,2016-12-05,83.33,170.0
BRINJALS,2016-12-12,44.64,96.36
CABBAGE,2016-12-12,20.71,93.1
CARROT,2016-12-12,99.17,158.5
LEEKS,2016-12-12,56.67,127.05
PUMPKIN,2016-12-12,33.33,92.84
SNAKE GOURD,2016-12-12,85.5,148.33
BRINJALS,2016-12-19,34.29,94.5
CABBAGE,2016-12-19,16.43,85.25
CARROT,2016-12-19,85.0,158.0
LEEKS,2016-12-19,54.17,125.45
PUMPKIN,2016-12-19,37.5,94.5
SNAKE GOURD,2016-12-19,68.33,145.56
BRINJALS,2016-12-26,32.5,92.6
CABBAGE,2016-12-26,15.9,81.2
CARROT,2016-12-26,75.83,154.39
LEEKS,2016-12-26,58.33,132.11
PUMPKIN,2016-12-26,37.7,95.6
SNAKE GOURD,2016-12-26,43.33,126.0
BRINJALS,2017-01-02,30.71,84.25
CABBAGE,2017-01-02,14.64,77.75
CARROT,2017-01-02,65.83,133.41
LEEKS,2017-01-02,50.0,118.0
PUMPKIN,2017-01-02,52.08,110.29
SNAKE GOURD,2017-01-02,39.58,110.0
BRINJALS,2017-01-09,32.5,87.5
CABBAGE,2017-01-09,13.21,74.5
CARROT,2017-01-09,64.17,121.95
LEEKS,2017-01-09,44.17,105.0
PUMPKIN,2017-01-09,53.7,112.5
SNAKE GOURD,2017-01-09,37.5,106.36
BRINJALS,2017-01-16,40.36,89.51
CABBAGE,2017-01-16,15.36,75.48
CARROT,2017-01-16,75.83,126.32
LEEKS,2017-01-16,50.0,109.09
PUMPKIN,2017-01-16,37.5,104.25
SNAKE GOURD,2017-01-16,50.83,112.11
BRINJALS,2017-01-23,50.0,102.25
CABBAGE,2017-01-23,11.14,73.4
CARROT,2017-01-23,45.42,116.32
LEEKS,2017-01-23,34.58,105.91
PUMPKIN,2017-01-23,43.75,111.0
SNAKE GOURD,2017-01-23,49.17,111.32
BRINJALS,2017-01-30,43.21,99.5
CABBAGE,2017-01-30,9.93,71.5
CARROT,2017-01-30,43.33,114.55
LEEKS,2017-01-30,33.75,100.23
PUMPKIN,2017-01-30,42.6,101.0
SNAKE GOURD,2017-01-30,40.0,106.15
BRINJALS,2017-02-06,37.86,98.29
CABBAGE,2017-02-06,11.75,74.51
CARROT,2017-02-06,37.92,103.1
LEEKS,2017-02-06,29.17,98.5
PUMPKIN,2017-02-06,45.0,101.32
SNAKE GOURD,2017-02-06,45.83,108.1
BRINJALS,2017-02-13,48.33,105.71
CABBAGE,2017-02-13,16.0,79.3
CARROT,2017-02-13,45.0,111.96
LEEKS,2017-02-13,22.5,89.27
PUMPKIN,2017-02-13,46.5,107.95
SNAKE GOURD,2017-02-13,71.67,139.41
BRINJALS,2017-02-20,48.33,105.71
CABBAGE,2017-02-20,16.0,79.3
CARROT,2017-02-20,45.0,111.96
LEEKS,2017-02-20,22.5,89.27
PUMPKIN,2017-02-20,46.5,107.95
SNAKE GOURD,2017-02-20,71.67,139.41
BRINJALS,2017-02-27,55.0,115.2
CABBAGE,2017-02-27,15.31,73.3
CARROT,2017-02-27,38.75,101.96
LEEKS,2017-02-27,20.83,84.55
PUMPKIN,2017-02-27,53.75,111.86
SNAKE GOURD,2017-02-27,94.17,143.25
BRINJALS,2017-03-06,181.428571428571,101.16279069767442
CABBAGE,2017-03-06,22.9133333333333,72.95454545454545
CARROT,2017-03-06,126.0,94.04761904761904
LEEKS,2017-03-06,81.25,83.14285714285714
PUMPKIN,2017-03-06,86.25,115.8974358974359
SNAKE GOURD,2017-03-06,44.6153846153846,146.36363636363637
BRINJALS,2017-03-13,171.111111111111,91.25
CABBAGE,2017-03-13,20.10125,78.15789473684211
CARROT,2017-03-13,137.272727272727,101.1904761904762
LEEKS,2017-03-13,93.0,95.45454545454544
PUMPKIN,2017-03-13,88.0,115.28571428571428
SNAKE GOURD,2017-03-13,42.5,152.14285714285714
BRINJALS,2017-03-20,165.0,82.43243243243244
CABBAGE,2017-03-20,18.0499999999999,88.97435897435898
